Site,Title,URL,Summary
https://maritime-executive.com/,Offshore,https://maritime-executive.com/offshore-news,"the Maritime Executive is pleased with the white house's proposal for steep fees on Chinese ships,... Published Mar 25, 2025 10:15 PM by The Maritime executive Swedish offshore wind developer Vattenfall announced that it has taken the final investment decision to proceed with the constru... Published mar 17, 2025 3:13 PM by the  maritime executive Federal officials were successful in withdrawing for what is believed to be the first time an environmental permit granted by th... Published Feb 27,"
https://maritime-executive.com/,OMSA Proposes a Daily Fee on Chinese-Made Offshore Vessels in US Waters,https://maritime-executive.com/article/omsa-proposes-a-daily-fee-on-chinese-made-offshore-vessels-in-us-waters,"offshore vessel operators are pleased with the white house's proposal for steep fees on Chinese ships . despite the protections of the Jones Act for American shipping, the offshore vessel services industry is still exposed to low-cost foreign competition for certain tasks . the definitions of ""move,"" ""cargo"" and ""U.S. points"" are often disputed, but foreign operators still regularly win charters for work in U.s. waters ."
https://maritime-executive.com/,Vattenfall Approves Construction of Germany’s Largest Offshore Wind Farm,https://maritime-executive.com/article/vattenfall-approves-construction-of-germany-s-largest-offshore-wind-farm,the final investment decision for the Nordlicht 1 and 2 offshore wind farms was made on a conditional basis pending the receipt of permits . the wind farm will be located approximately 53 miles north of Borkum in the German North Sea .
https://maritime-executive.com/,Trump's EPA Withdraws Permit from Proposed NJ Offshore Wind Farm,https://maritime-executive.com/article/trump-s-epa-withdraws-permit-from-proposed-nj-offshore-wind-farm,new jersey’s proposed Atlantic Shores offshore wind farm project had been singled out by Donald Trump in his opposition to the industry . local opponents have been contending that the review of the project’s EPA air quality filing did not meet procedural requirements . the project has already faced significant hurdles .
https://maritime-executive.com/,Delfin Receives MARAD Approval for FLNG Export Terminal in U.S. Gulf,https://maritime-executive.com/article/delfin-receives-marad-approval-for-flng-export-terminal-in-u-s-gulf,"Delfin has secured a long-sought license from the Maritime Administration to install a three-unit FLNG liquefaction hub in the U.S. Gulf . the project centers on the UTOS pipeline, or U-T Offshore System, and was originally built to bring gas from offshore wells back to land for processing and sale ."
https://www.marinelink.com/,EU Ban on Russia's LNG Re-Exports Comes Into EffectThe European Union's ban on re-exporting Russian liquefied natural…,https://www.marinelink.com/news/eu-ban-russias-lng-reexports-comes-effect-524052,the ban on re-exporting Russian liquefied natural gas (LNG) via EU ports came into effect this week . the ban prohibits the reloading of Russian cargoes at EU ports for export to third countries . trans-shipments to Asia represent less than 10% of total Russian LNG exports .
https://www.marinelink.com/,Offshore,https://www.marinelink.com/news/maritime/offshore,the ban on re-exporting Russian liquefied natural gas (LNG) via EU ports came into effect this week . the ban prohibits the reloading of Russian cargoes at EU ports for export to third countries . trans-shipments to Asia represent less than 10% of total Russian LNG exports .
https://www.marinelink.com/,"25 Mar 2025Delfin LNG, SEFE ink 15-year LNG Supply Deal",https://www.marinelink.com/news/delfin-lng-sefe-ink-year-lng-supply-deal-523880,TIMON/AdobeStock Delfin LNG and german company Securing Energy For Europe have signed a 15-year agreement for 1.5 million tons of U.S. liquefied natural gas per annum . the free-on-board deliveries will commence immediately following the construction and commissioning of the FLNGs . it does not provide a final investment decision .
https://www.marinelink.com/,25 Mar 2025Marubeni takes a 25% Stake in Windward Offshore,https://www.marinelink.com/news/marubeni-takes-a-stake-windward-offshore-523877,"windward, with a fleet of four CSOVs, secured a senior loan facility of up to EUR 182m . in February 2025 Windward Athens, the first vessel in the series, was launched . the partnership was finalized with Windward Offshore raising new equity to fund future growth . marubeni Corporation is a member of the five Japanese trading houses ."
https://www.tradewindsnews.com/,Second elderly LNG carrier of 2025 sold for demolition as sales candidates ratchet up,https://www.tradewindsnews.com/gas/second-elderly-lng-carrier-of-2025-sold-for-demolition-as-sales-candidates-ratchet-up/2-1-1791058,a 23-year-old steam turbine-driven LNG carrier has been sold for scrap . it is the second demolition sale of 2025 in a market increasingly flooded with ageing vessels seeking buyers .
https://www.tradewindsnews.com/,Excelerate Energy poised to buy LNG carrier as first FSRU conversion candidate,https://www.tradewindsnews.com/gas/excelerate-energy-poised-to-buy-lng-carrier-as-first-fsru-conversion-candidate/2-1-1785304,US-listed floating regasification specialist Excelerate Energy plans to buy an LNG carrier this year . the carrier will serve its gas supply business in the short term before any conversion .
https://www.tradewindsnews.com/,BSM adding first LNG dual-fuel car carriers to managed fleet,https://www.tradewindsnews.com/ship-management/bsm-adding-first-lng-dual-fuel-car-carriers-to-managed-fleet/2-1-1793755,"the 3,000-ceu Trans Harmony Green (built 2025) is being run by the Singapore office . it will be the first LNG-fuelled car carrier on the Japan-South East Asia route ."
https://www.tradewindsnews.com/,Christen Sveaas-backed Sea1 Offshore adds two methanol-ready newbuildings at Cosco,https://www.tradewindsnews.com/offshore/christen-sveaas-backed-sea1-offshore-adds-two-methanol-ready-newbuildings-at-cosco/2-1-1797155,two additional new offshore energy support vessels are ordered at Cosco Shipping (Qidong) Offshore Co. the scheduled delivery for the new ships is from the third quarter to the fourth quarter of 2027 .
https://www.tradewindsnews.com/,Vitol agrees deal to ship more than 100 LNG cargoes into the Philippines,https://www.tradewindsnews.com/gas/vitol-agrees-deal-to-ship-more-than-100-lng-cargoes-into-the-philippines/2-1-1790706,"Trader and shipowner Vitol has sealed an agreement to supply the Philippines with more than 100 LNG cargoes over 10 years . the deal is backed by South Premiere Power Corporation (SPPC) and Excellent Energy Resources Inc (EERI) the contract is for 8m tonnes, starting this year ."
https://www.tradewindsnews.com/,"LNG dominates alternative-fuelled newbuildings uptake in February, DNV says",https://www.tradewindsnews.com/gas/lng-dominates-alternative-fuelled-newbuildings-uptake-in-february-dnv-says/2-1-1786918,"the classification society said 34 new orders for alternative-fuelled vessels were contracted last month . 33 of these were for LNG dual-fueled vessels . 1,320 are now on order or in operation ."
https://www.tradewindsnews.com/,SEA-LNG broadens board expertise with fresh faces from supply and shipowner sectors,https://www.tradewindsnews.com/gas/sea-lng-broadens-board-expertise-with-fresh-faces-from-supply-and-shipowner-sectors/2-1-1788950,"SEA-LNG has signed up six board members to expand its expertise across the LNG fuelling chain . the company is adding representatives from Bernhard Schulte Shipmanagement, MAN Energy Solutions, MSC Mediterranean Shipping Company, Sohar Port & Freezone and Titan Clean Fuels ."
https://www.tradewindsnews.com/,"LNG trade set to double by 2050 transforming gas trades, exporting nations say",https://www.tradewindsnews.com/gas/lng-trade-set-to-double-by-2050-transforming-gas-trades-exporting-nations-say/2-1-1790534,Summary not available.
https://www.tradewindsnews.com/,Wan Hai weighs $240m LNG fuel switch for methanol-ready container ships,https://www.tradewindsnews.com/containers/wan-hai-weighs-240m-lng-fuel-switch-for-methanol-ready-container-ships/2-1-1790675,it is the latest liner company to select LNG as fuel over methanol . it follows other big names such as AP Moller-Maersk and Evergreen Marine .
https://www.tradewindsnews.com/,Energy major Shell plans LNG sales boost to the end of the decade,https://www.tradewindsnews.com/gas/energy-major-shell-plans-lng-sales-boost-to-the-end-of-the-decade/2-1-1797120,energy major plans to grow its LNG sales by 4% to 5% per annum . it will also sustain its 1.4m barrels per day of liquids production to 2030 . company is also planning to create higher returns in downstream and renewables and energy solutions businesses .
https://www.tradewindsnews.com/,Dynagas LNG Partners offers no vessel availability until 2028,https://www.tradewindsnews.com/gas/dynagas-lng-partners-offers-no-vessel-availability-until-2028/2-1-1789246,"the shipowner did not offer a results call for the fourth quarter . its earliest ship to redeliver is the 149,700-cbm steam turbine vessel Clean Energy (built 2007)"
https://www.tradewindsnews.com/,Eastern Pacific teams up with DongHwa Entec on high-pressure compressor for LNG boil-off gas,https://www.tradewindsnews.com/sustainability/eastern-pacific-teams-up-with-donghwa-entec-on-high-pressure-compressor-for-lng-boil-off-gas/2-1-1790544,"the high-pressure compressor will be installed on one of Eastern Pacific’s LNG dual-fuelled 18,000-teu container ship newbuildings . the project with Eastern Pacific represents a “major milestone” in advancing LNG fuel technology ."
https://www.tradewindsnews.com/,Affinity LNG moves into Dubai as it expands with new faces,https://www.tradewindsnews.com/gas/affinity-lng-moves-into-dubai-as-it-expands-with-new-faces/2-1-1796228,"affinity's team is shifting into a new region, stationing a broker in Dubai . the shipbroker opened an office in the united arabe Emirates hub last year ."
https://www.tradewindsnews.com/,Golar LNG snags $1.2bn refinancing deal from Chinese consortium for FLNG unit,https://www.tradewindsnews.com/gas/golar-lng-snags-1-2bn-refinancing-deal-from-chinese-consortium-for-flng-unit/2-1-1795534,a consortium of Chinese leasing companies has secured a $1.2bn sale-and-leaseback deal to refinance the debt on its operational floating LNG production unit Gimi . the facility will mature in 12 years .
https://www.tradewindsnews.com/,All eyes swivel to LNG Canada export launch as lone cooldown shipment homes in on new plant,https://www.tradewindsnews.com/gas/all-eyes-swivel-to-lng-canada-export-launch-as-lone-cooldown-shipment-homes-in-on-new-plant/2-1-1794155,"the cargo marks a key step towards the export facility’s launch . the 173,615-cbm Maran Gas Roxana (built 2017) is signalling its estimated arrival time at the project in British Columbia as 31 March ."
https://www.tradewindsnews.com/,BW Offshore banking $125m from sale of veteran FPSO,https://www.tradewindsnews.com/offshore/bw-offshore-banking-125m-from-sale-of-veteran-fpso/2-1-1791903,"the buyer of the 96,800-dwt BW Pioneer is a subsidiary of Murphy Oil . the transaction includes an initial payment of $100m on delivery at the end of the current contract period on 18 March."
https://www.tradewindsnews.com/,Trio of Russian LNG cargoes head towards Asia after ship-to-ship transfers,https://www.tradewindsnews.com/gas/trio-of-russian-lng-cargoes-head-towards-asia-after-ship-to-ship-transfers/2-1-1791021,"the 174,000-cbm ice-strengthened North Moon (built 2024) is set to arrive in Asia at the end of this week ."
https://www.tradewindsnews.com/,LNG carrier lay-ups set to double as number of idle ships grows,https://www.tradewindsnews.com/gas/lng-carrier-lay-ups-set-to-double-as-number-of-idle-ships-grows/2-1-1790430,at least seven LNG carriers are now classed as in cold lay-up . talk of a similar number ready to follow .
https://www.tradewindsnews.com/,Offshore,https://www.tradewindsnews.com/offshore,DN Media Group is responsible for controlling your data on tradeWinds . we use your data to ensure you have a secure and enjoyable user experience when visiting our site .
https://www.tradewindsnews.com/,US FLNG project developer Delfin Midstream wins export licence extension,https://www.tradewindsnews.com/gas/us-flng-project-developer-delfin-midstream-wins-export-licence-extension/2-1-1790435,Floating LNG producer Delfin Midstream has got the green light to move forward on its much delayed US project . the project was granted an extension to the 13.3-mtpa .
https://www.tradewindsnews.com/,Excelerate Energy splashes out over $1bn to snap up New Fortress’ Jamaica LNG assets,https://www.tradewindsnews.com/gas/excelerate-energy-splashes-out-over-1bn-to-snap-up-new-fortress-jamaica-lng-assets/2-1-1798592,Excelerate said it is paying $1.055bn in cash for the Jamaica business . these include the regasification and LNG storage facilities of the Montego Bay and Old Harbour LNG terminals . the company expects the transaction to close in the second quarter of 2025 .
https://www.tradewindsnews.com/,Venture Global fires up final investment decision process for third US LNG project,https://www.tradewindsnews.com/gas/venture-global-fires-up-final-investment-decision-process-for-third-us-lng-project/2-1-1789135,"venture global is kicking off the process towards a final investment decision on its third plant, the 28-mtpa CP2 . the liquefaction producer has spent $4bn on construction, engineering and design to 31 December 2024 ."
https://www.tradewindsnews.com/,Freshly listed Heidmar breaks into offshore with $100m-plus PSV deal,https://www.tradewindsnews.com/offshore/freshly-listed-heidmar-breaks-into-offshore-with-100m-plus-psv-deal/2-1-1792057,a document filed to a European Union tender website reveals that the Greek tanker and bulker operator has won a deal for a platform supply vessel with a maximum call-off value of €100m ($109m) a crew will run the ship to offshore platforms in the german north sea .
https://www.tradewindsnews.com/,Tariffs threat making LNG buyers hesitant on cementing long-term US deals,https://www.tradewindsnews.com/gas/tariffs-threat-making-lng-buyers-hesitant-on-cementing-long-term-us-deals/2-1-1798152,poten global head of business intelligence Jason Feer highlighted the retaliatory 15% tariff on LNG imports by China which has seen the country cease taking in shipments .
https://www.tradewindsnews.com/,Seapeak lays up three unemployed steam turbine LNG carriers,https://www.tradewindsnews.com/gas/seapeak-lays-up-three-unemployed-steam-turbine-lng-carriers/2-1-1793268,three steam turbine LNG carriers have redelivered from long-term charters . they may sell them in 2025 . stonepeak infrastructure Partners-controlled Seapeak has put them in lay-up .
https://www.tradewindsnews.com/,ExxonMobil presses pause on LNG bunker vessels in China ahead of US port fee hearings,https://www.tradewindsnews.com/gas/exxonmobil-presses-pause-on-lng-bunker-vessels-in-china-ahead-of-ustr-hearings/2-1-1797910,energy major ExxonMobil has allowed newbuilding berths for a series of LNG bunker vessels in china to lapse ahead of the US firming up its proposals to slap fees on Chinese-built ships calling at its ports .
https://www.tradewindsnews.com/,SSY opens Aberdeen office staffed with ex-Clarksons offshore brokers,https://www.tradewindsnews.com/shipbroking/ssy-opens-aberdeen-office-staffed-with-ex-clarksons-offshore-brokers/2-1-1791248,SSY is opening a new office in Aberdeen to target offshore support business in the north sea . Jamie Gordon and Myles MacKintosh will head the new office by mid-2025 .
https://www.tradewindsnews.com/,EU ban on Russian LNG cargo transshipment kicks in,https://www.tradewindsnews.com/gas/eu-ban-on-russian-lng-cargo-transshipment-kicks-in/2-1-1798375,"ban on transshipment of Russian LNG in european ports for onward export to third countries comes into force today . the EU measures also prohibit providing technical support, brokerage services and financing for transshipments operations ."
https://www.tradewindsnews.com/,"LNG-fuel retrofit market may emerge as gap-filler to greener options, Lloyd’s Register says",https://www.tradewindsnews.com/gas/lng-fuel-retrofit-market-may-emerge-as-gap-filler-to-greener-options-lloyd-s-register-says/2-1-1789272,a market for retrofitting vessels could emerge once shipowners have clearer visibility on how best to equip their vessels to access green fuels and meet regulatory requirements . that is the conclusion of Lloyd’s Register's update to a 2023 report on engine retrofits .
